ecfp_distance,ngf_distance
0.93333334,0.7910595
0.86206895,0.85161483
0.9137931,0.76156175
0.8666667,0.805922
0.8125,0.81932306
0.87096775,0.87624884
0.94392526,0.9149947
0.8737864,0.87920284
0.8942308,0.82895243
0.8869565,0.9036601
0.8942308,0.8375499
0.87288135,0.8205494
0.8548387,0.8721645
0.8429752,0.8201717
0.8034188,0.77452165
0.8586956,0.79165465
0.4153846,0.34495306
0.875,0.82249767
0.6018518,0.5617668
0.87401575,0.80288005
0.83561647,0.8005879
0.9117647,0.83906615
0.85555553,0.868531
0.7606838,0.7654973
0.8137255,0.8119232
0.8613861,0.8137262
0.84313726,0.8400377
0.78181815,0.75390387
0.8965517,0.79180443
0.699187,0.6839761
0.7567568,0.77467716
0.8411215,0.86994267
0.8796296,0.883708
0.9142857,0.798097
0.6125,0.60768956
0.8103448,0.687307
0.8076923,0.7878648
0.7777778,0.72358483
0.8181818,0.8393587
0.8604651,0.8142543
0.8764045,0.817921
0.7222222,0.6846683
0.85294116,0.81224287
0.6282051,0.628544
0.8495575,0.7856059
0.6886792,0.63989615
0.79816514,0.77562624
0.78723407,0.818275
0.8737864,0.86380863
0.75,0.73705304
0.85294116,0.74344325
0.6835443,0.7978274
0.8488372,0.76318824
0.8512397,0.8497262
0.6542056,0.63806945
0.84761906,0.8343339
0.82954544,0.8571297
0.6865672,0.72993505
0.6938776,0.76064247
0.86315787,0.8482839
0.83495146,0.7726442
0.888,0.7858681
0.8965517,0.8818923
0.7912088,0.776567
0.7881356,0.7002336
0.8020833,0.8279976
0.84821427,0.9217924
0.8367347,0.8305987
0.8651686,0.8640313
0.87931037,0.82086396
0.85321105,0.8144115
0.7378641,0.74930084
0.8715596,0.82739496
0.8252427,0.81104255
0.9029126,0.88191265
0.83146065,0.8587468
0.9326923,0.8927193
0.8584906,0.82730144
0.88495576,0.83880234
0.81666666,0.78401726
0.86956525,0.8556522
0.8854167,0.87257075
0.8598131,0.86336166
0.89772725,0.7472229
0.8974359,0.86876357
0.67073166,0.7581028
0.75892854,0.7728444
0.88461536,0.83941394
0.6161616,0.6417341
0.8468468,0.80867845
0.84415585,0.76061493
0.8333333,0.9078479
0.9126214,0.80719113
0.85087717,0.79890084
0.8558558,0.79026884
0.64634144,0.61244535
0.9056604,0.9086171
