ecfp_distance,ngf_distance
0.91935486,0.9098774
0.969697,0.9999797
0.8648649,0.9472033
1.0,0.9558437
1.0,0.99963635
1.0,0.9999011
0.8888889,0.8857725
0.95238096,0.94635373
1.0,0.99824566
0.875,0.8225743
0.84615386,0.8851732
1.0,0.97120655
0.8181818,0.7941803
0.89361703,0.77507794
0.90697676,0.9629048
0.95238096,0.9006956
0.9,0.88687515
0.972973,0.9714204
0.9322034,0.96306396
0.92105263,0.88328594
0.8831169,0.8139559
0.84615386,0.92308486
0.9090909,0.9723175
0.8679245,0.9231252
0.9230769,0.82236665
0.95652175,0.9995755
0.89285713,0.9482349
0.8181818,0.9305264
1.0,0.9556163
0.84210527,0.8189683
1.0,0.954294
0.98507464,0.9987194
0.8888889,0.9642765
0.87234044,0.9207836
0.8333333,0.81828004
0.9189189,0.8837905
0.975,0.9753906
0.9787234,0.9999678
0.8148148,0.90851814
0.9268293,0.93629396
0.95652175,0.931294
0.9318182,0.98360646
0.8113208,0.9165659
0.7916667,0.82804525
0.890625,0.80061793
1.0,0.99994236
0.95652175,0.9999949
0.9056604,0.9654412
0.97727275,0.9476821
0.92,0.9550332
0.85714287,0.93677914
0.9459459,0.9999968
0.88709676,0.83727944
0.9,0.9437276
0.9807692,0.9803719
0.88372093,0.80844945
0.8979592,0.85058594
0.89361703,0.8657019
0.9705882,0.99999624
0.9259259,0.9819242
0.925,0.9567034
0.875,0.9784602
1.0,0.99999845
0.735849,0.75369436
0.9722222,0.99998856
0.9130435,0.96199983
0.9245283,0.9811863
0.96774197,0.99982363
0.9411765,0.96338695
0.974359,0.99990726
0.9818182,0.98763347
0.95454544,0.99999714
0.96,0.9723161
0.84000003,0.90391356
0.92,0.98294276
1.0,1.0
1.0,0.9999784
0.90384614,0.8540499
0.9183673,0.86312497
0.94545454,0.91654456
0.9574468,0.9640732
0.9090909,0.9274595
0.9583333,0.9803786
0.8979592,0.94093895
0.87234044,0.92584515
0.890625,0.8782007
0.9318182,0.9811667
0.96428573,0.9087392
0.8604651,0.8116646
0.8965517,0.9448786
0.9512195,0.9927401
1.0,0.9630263
0.94,0.9508941
0.8923077,0.88250023
0.6818182,0.812488
0.8913044,0.9571477
1.0,0.9999903
0.8378378,0.9042924
0.94736844,0.9746068
0.88135594,0.93546486
0.9459459,0.9759211
0.9714286,0.9999899
0.8064516,0.83425176
0.9285714,0.96682227
1.0,0.9751891
0.8717949,0.84772944
0.8139535,0.8429192
0.93939394,0.9566337
0.8888889,0.91916174
0.9722222,0.98413044
0.8717949,0.87953633
1.0,1.0
0.96153843,0.96288794
0.96428573,0.9583725
0.7586207,0.8461787
0.9230769,0.93717533
0.93333334,0.9548211
0.94827586,0.97046614
0.84810126,0.85402524
0.89285713,0.8732348
0.7083334,0.8291321
0.9722222,0.97306865
1.0,0.97940195
0.96428573,0.9999543
1.0,0.99993235
0.8,0.7397293
0.8181818,0.8578192
0.95652175,0.9999759
0.8947368,0.98246497
0.9285714,0.9954377
0.8787879,0.89024365
0.9019608,0.98331857
0.88372093,0.6590611
0.88095236,0.8592376
0.8717949,0.9657208
0.8787879,0.8193672
1.0,0.99957037
0.7837838,0.79836094
0.78571427,0.66382945
0.877551,0.87186956
0.7619048,0.78803444
0.96875,0.998604
0.9746835,0.96819615
1.0,1.0
0.95348835,0.99996126
0.8780488,0.9122657
0.9375,0.83403337
0.953125,0.9956065
1.0,0.9870234
0.71428573,0.78015333
0.96666664,0.999463
0.88235295,0.8353589
0.9310345,0.96784276
0.7647059,0.89252555
0.91803277,0.94491345
0.9777778,0.98713946
0.7777778,0.72857463
0.96666664,0.9766876
0.984127,0.9309575
1.0,1.0
0.8095238,0.92304003
0.9230769,0.99986774
0.82608694,0.9145955
0.9583333,0.99998343
1.0,0.9999995
0.9285714,0.9251617
0.9230769,0.974411
1.0,1.0
0.94736844,0.9692344
0.95652175,0.96817124
0.8888889,0.93143183
0.89552236,0.9192342
