ecfp_distance,ngf_distance
0.9082569,0.8599663
0.84615386,0.7863225
0.82894737,0.8203358
0.764151,0.7129964
0.7582418,0.7513832
0.78651685,0.727846
0.86904764,0.8270743
0.8947368,0.8216685
0.87096775,0.864658
0.86,0.8314178
0.8958333,0.87292385
0.92727274,0.8591892
0.92783505,0.83418435
0.9220779,0.8132415
0.2063492,0.17907274
0.8636364,0.7732296
0.8023256,0.70409703
0.82,0.67969745
0.91089106,0.9211726
0.84415585,0.7753167
0.74390244,0.72300744
0.87234044,0.8211435
0.8666667,0.8113006
0.8433735,0.85925245
0.90588236,0.85966283
0.9051724,0.8114016
0.8640777,0.82822514
0.92941177,0.9420429
0.8453608,0.81243205
0.92941177,0.8323448
0.8791209,0.85902816
0.8795181,0.75310326
0.9259259,0.7498852
0.9263158,0.89151835
0.625,0.6586853
0.9230769,0.86417896
0.8958333,0.95633644
0.91463417,0.8580683
0.88043475,0.7684496
0.8172043,0.8143279
0.9255319,0.90435714
0.9493671,0.8935317
0.91566265,0.81048685
0.9032258,0.88479745
0.9358974,0.9437195
0.9264706,0.7977457
0.86915886,0.8402034
0.8468468,0.7863722
0.8608696,0.84207404
0.959596,0.88760006
0.75581396,0.6435602
0.8468468,0.7250966
0.7849462,0.7646576
0.9361702,0.7874565
0.89705884,0.94658303
0.8275862,0.7724148
0.877551,0.80748945
0.85542166,0.85452724
0.8478261,0.7539464
0.9247312,0.8704909
0.8275862,0.901318
0.90697676,0.81094486
0.8504673,0.79897183
0.88095236,0.8401106
0.88043475,0.8679489
0.89041096,0.75644964
0.9230769,0.8918974
0.8956522,0.85569465
0.91764706,0.8391859
0.82828283,0.8204328
0.875,0.8151645
0.9493671,0.94699
0.8636364,0.80885506
0.8969072,0.74330753
0.875,0.8000725
0.85714287,0.81054354
0.87323946,0.8863485
0.89041096,0.94629383
0.8586956,0.8755753
0.8235294,0.7629591
0.85714287,0.8393003
0.9125,0.8001411
0.9285714,0.8709899
0.8875,0.86598575
0.83928573,0.85207933
0.8627451,0.8335794
0.8584071,0.830465
0.84615386,0.7793976
0.8163265,0.7602451
0.9705882,0.9544497
0.7692308,0.7009295
0.8888889,0.86792284
0.890625,0.8264956
0.92,0.84224933
0.93406594,0.8429327
0.91803277,0.80893606
0.9041096,0.86681485
0.85365856,0.71989405
0.8674699,0.820299
0.86206895,0.7381966
0.88235295,0.82970285
0.8375,0.75273085
0.84615386,0.70835507
0.92156863,0.82764226
0.79746836,0.8093307
0.91150445,0.93503326
0.8974359,0.8874833
0.82051283,0.6750746
0.8875,0.8833581
0.8369565,0.80913776
0.9354839,0.8422153
0.85148513,0.85110605
0.84615386,0.8663066
0.8918919,0.87553406
0.9104478,0.77694374
0.875,0.778239
0.85294116,0.8134703
0.9324324,0.85678077
0.8767123,0.81550467
0.94505495,0.78134227
0.92957747,0.9356761
0.9117647,0.8292164
0.8607595,0.7924353
0.92156863,0.87630683
0.88461536,0.81696093
0.90217394,0.91240424
0.8426966,0.7183851
0.88235295,0.92862374
0.8369565,0.7261566
0.92391306,0.86273277
0.877551,0.87545097
0.9259259,0.905456
0.9117647,0.8328892
0.8681319,0.87012434
0.78787875,0.86026025
0.9247312,0.84873104
0.8817204,0.88515854
0.877551,0.8368805
0.82568806,0.75992453
0.91463417,0.9351267
0.84444445,0.8742596
0.7912088,0.6947273
0.85321105,0.75417995
0.8229167,0.74523675
0.80851066,0.8040993
0.8971963,0.7916898
0.8305085,0.823074
0.8979592,0.9032913
0.8636364,0.81453675
0.84761906,0.6907077
0.7888889,0.7485701
0.9029126,0.8726837
0.9480519,0.9660148
0.91566265,0.7006049
0.9285714,0.8595122
0.8271605,0.7058537
0.8244275,0.7556609
0.9358974,0.8603191
0.9268293,0.8840698
0.8815789,0.8539167
0.8541667,0.77178454
0.9090909,0.90269744
0.83561647,0.80159235
0.8131868,0.7576785
0.9318182,0.8996594
0.8425926,0.8018944
0.91150445,0.8214827
0.85714287,0.82101107
0.85227275,0.83766526
0.8539326,0.77003235
0.908046,0.8076133
0.95714283,0.858109
0.8979592,0.8214612
0.6847826,0.65705216
0.8625,0.8775724
0.9302325,0.9363573
0.872093,0.8407442
0.8666667,0.8268221
0.9160305,0.8991143
0.9292035,0.8825077
0.8428571,0.89818585
0.89772725,0.8593881
0.9247312,0.8831014
