ecfp_distance,ngf_distance
0.90178573,0.88499475
0.8715596,0.81048787
0.8848921,0.85774064
0.9212598,0.8294831
0.9,0.8635291
0.9237288,0.8395599
0.8901099,0.73932624
0.6831683,0.6800289
0.79710144,0.7868473
0.8811881,0.85560286
0.4516129,0.71144783
0.87628865,0.9035011
0.82828283,0.8200782
0.84347826,0.7663249
0.8469388,0.79068446
0.6576576,0.6398265
0.78787875,0.73337996
0.85593224,0.8100586
0.91071427,0.8184081
0.9059829,0.76452583
0.84761906,0.87320024
0.42682928,0.43253165
0.7570093,0.75680727
0.920354,0.83980227
0.69911504,0.550567
0.39999998,0.38194388
0.8018868,0.7393286
0.8021978,0.7156764
0.8888889,0.8702807
0.85833335,0.7862492
0.84347826,0.73593646
0.6826923,0.735863
0.8913044,0.8530334
0.8596491,0.8440327
0.72477067,0.7679434
0.3943662,0.29547733
0.8596491,0.8707429
0.8659794,0.8737433
0.82300884,0.74663925
0.8956522,0.8114936
0.8666667,0.7981684
0.9166667,0.84888935
0.9090909,0.85947216
0.8139535,0.7915648
0.7647059,0.76470983
0.85858583,0.8788948
0.88617885,0.9082694
0.88990825,0.7949903
0.86021507,0.84001917
0.96,0.89538395
0.69642854,0.7012587
0.78313255,0.70552844
0.83,0.794888
0.7734375,0.79514563
0.88793105,0.8744399
0.8888889,0.87052226
0.84126985,0.8033769
0.8018018,0.79051757
0.89344263,0.7624347
0.84466016,0.81877583
0.9153846,0.8199053
0.8318584,0.7453373
0.84210527,0.81857467
0.35789472,0.37844366
0.7073171,0.56128466
0.89285713,0.85694176
0.8956522,0.8434285
0.86585367,0.88711524
0.9032258,0.89500326
0.7631579,0.68150985
0.82905984,0.8126461
0.8818182,0.88586277
0.88073397,0.8140133
0.88617885,0.83922017
0.86178863,0.87681836
0.6231884,0.6688485
0.814433,0.7417636
0.73214287,0.7417648
0.8818182,0.80628145
0.86021507,0.7912846
0.83064514,0.7639681
0.88372093,0.7418635
0.8938053,0.73743856
0.8942308,0.8428767
0.8244275,0.68525314
0.6595745,0.7087163
0.67368424,0.64800876
0.72477067,0.7619978
0.87068963,0.7796724
0.91735536,0.8686339
0.6666666,0.6741852
0.8854962,0.8410531
0.6419753,0.713422
0.546875,0.5288179
0.8956522,0.8500223
0.6097561,0.6538973
0.8738739,0.83940816
0.89830506,0.8575654
0.8648649,0.8743942
0.8613139,0.75662464
0.8828829,0.8433072
0.92105263,0.8149803
0.88659793,0.81774765
0.8677686,0.84592396
0.86419755,0.8137188
0.88,0.83943295
0.39130437,0.4375481
0.90082645,0.78022957
0.8076923,0.74417436
0.8989899,0.8432318
0.7912088,0.7659795
0.872549,0.88727784
0.8586956,0.86464494
0.91071427,0.9185197
0.61290324,0.6872138
0.9223301,0.8253917
0.86399996,0.77040476
0.8869565,0.8321877
0.7850467,0.8218008
0.53535354,0.5336185
0.6952381,0.7417569
0.90839696,0.810165
0.76666665,0.7481971
0.8586956,0.82325566
0.8888889,0.81282294
0.9090909,0.86054313
0.8030303,0.81857604
0.7752809,0.8182945
0.91150445,0.82449925
0.6821705,0.57598317
0.8608696,0.8242966
0.92727274,0.81440175
0.9366197,0.9020667
0.9101124,0.9417671
0.84615386,0.8192302
0.8703704,0.7874679
0.8773585,0.8543184
0.8811881,0.7500031
0.86567163,0.83671105
0.7692308,0.8166678
0.9292035,0.918226
0.8333333,0.7550906
0.31666666,0.3885551
0.9140625,0.8906461
0.88461536,0.878916
0.8989899,0.8040827
0.9368421,0.9363688
0.95604396,0.8780774
0.8971963,0.8810511
0.78947365,0.77745545
0.775,0.75370514
0.83064514,0.77440447
