ecfp_distance,ngf_distance
0.93333334,0.8125799
0.86206895,0.8261222
0.9137931,0.7238775
0.8666667,0.73712933
0.8125,0.5704919
0.87096775,0.68547535
0.94392526,0.89524704
0.8737864,0.7859844
0.8942308,0.7007333
0.8869565,0.80511206
0.8942308,0.8021891
0.87288135,0.7500666
0.8548387,0.8310646
0.8429752,0.7843641
0.8034188,0.74707484
0.8586956,0.67118645
0.4153846,0.15624994
0.875,0.82056284
0.6018518,0.48604602
0.87401575,0.71247923
0.83561647,0.61381197
0.9117647,0.79158926
0.85555553,0.8124248
0.7606838,0.6105021
0.8137255,0.7586124
0.8613861,0.684317
0.84313726,0.7317574
0.78181815,0.6793645
0.8965517,0.8006417
0.699187,0.57675844
0.7567568,0.6205111
0.8411215,0.82288873
0.8796296,0.8007884
0.9142857,0.71725094
0.6125,0.5298431
0.8103448,0.6550274
0.8076923,0.7101736
0.7777778,0.6971321
0.8181818,0.6959231
0.8604651,0.69095504
0.8764045,0.65888333
0.7222222,0.6046294
0.85294116,0.76345205
0.6282051,0.4985931
0.8495575,0.6991598
0.6886792,0.5308961
0.79816514,0.77350104
0.78723407,0.7632013
0.8737864,0.8144039
0.75,0.59308493
0.85294116,0.8213749
0.6835443,0.69684756
0.8488372,0.7442426
0.8512397,0.744469
0.6542056,0.5841919
0.84761906,0.7660774
0.82954544,0.7570935
0.6865672,0.5193377
0.6938776,0.6083628
0.86315787,0.7808018
0.83495146,0.69505614
0.888,0.7988053
0.8965517,0.7855284
0.7912088,0.7247344
0.7881356,0.6602968
0.8020833,0.7472668
0.84821427,0.76186913
0.8367347,0.70810497
0.8651686,0.7544531
0.87931037,0.6764393
0.85321105,0.7713672
0.7378641,0.67363244
0.8715596,0.68541086
0.8252427,0.6533252
0.9029126,0.8323709
0.83146065,0.8041687
0.9326923,0.8274097
0.8584906,0.7411512
0.88495576,0.7656072
0.81666666,0.67313325
0.86956525,0.68159616
0.8854167,0.792333
0.8598131,0.7371422
0.89772725,0.58427405
0.8974359,0.8536342
0.67073166,0.71030504
0.75892854,0.67675793
0.88461536,0.811123
0.6161616,0.55069673
