ecfp_distance,ngf_distance
0.8181818,0.6736455
0.89873415,0.79549783
0.8,0.51318324
0.90588236,0.7190145
0.5555556,0.45079327
0.85714287,0.64444625
0.8235294,0.5714302
0.84042555,0.6772719
0.8981482,0.8096708
0.87058824,0.6580484
0.85227275,0.6438088
0.9166667,0.7534606
0.8901099,0.7216486
0.9,0.7848084
0.86956525,0.6571077
0.82539684,0.72827137
0.94392526,0.8204514
0.9255319,0.80950683
0.9090909,0.8972726
0.9113924,0.91275436
0.8875,0.8357068
0.9285714,0.8849807
0.7464789,0.78057176
0.875,0.7968567
0.8039216,0.66644394
0.86315787,0.782378
0.9491525,0.85399306
0.9459459,0.8411048
0.8613861,0.7309021
0.9054054,0.81687975
0.86,0.66718125
0.89411765,0.7804804
0.89705884,0.86627394
0.9101124,0.89050174
0.83,0.65865415
0.84313726,0.6498101
0.90789473,0.87327206
0.8333333,0.6666951
0.83561647,0.6136463
0.8488372,0.8166923
0.8969072,0.79517883
0.8210526,0.71760976
0.85714287,0.73029345
0.83116883,0.66171646
0.8717949,0.7582522
0.8888889,0.8007742
0.8701299,0.697825
0.8773585,0.8353702
0.85542166,0.7394532
0.7216495,0.6263039
0.83516484,0.7545893
0.7628866,0.6553284
0.89320385,0.8189007
0.9285714,0.88901013
0.88495576,0.8219573
0.92391306,0.89050657
0.89411765,0.80139863
0.8387097,0.6659422
0.75,0.573809
0.9350649,0.94921625
0.93333334,0.76358384
0.8867924,0.7058823
0.85555553,0.78005147
0.6949153,0.57456326
0.85294116,0.6209325
0.9259259,0.96950775
0.88,0.8623513
0.84444445,0.74329174
0.886076,0.642293
0.91566265,0.9438866
0.8773585,0.8026452
0.83146065,0.7754493
0.8117647,0.70586157
0.9285714,0.91381115
0.9,0.70312774
0.86956525,0.7397503
0.73333335,0.53125
0.85057473,0.65799296
0.8252427,0.8046904
0.9,0.7889334
0.8484849,0.7843533
0.9047619,0.7328236
0.9318182,0.86013037
0.9375,0.95447254
0.9041096,0.7837534
0.8598131,0.6848427
0.9433962,0.9147222
0.8117647,0.6970694
0.95180726,0.82976794
0.825,0.7516548
0.90816325,0.90128857
0.86585367,0.7558187
0.88372093,0.7266934
0.8888889,0.8695725
0.8939394,0.72414494
0.85714287,0.7257212
0.85555553,0.9162964
0.9186047,0.84145117
0.8512397,0.65099275
0.9,0.7961191
0.87628865,0.7662938
0.88297874,0.76553303
0.93333334,0.8141787
0.86607146,0.7026191
0.9047619,0.85289395
0.89830506,0.52380955
0.84705883,0.6652247
0.85294116,0.74665415
0.8108108,0.72131145
0.8795181,0.74837375
0.9191919,0.7893268
0.85897434,0.7863287
0.8684211,0.7411127
0.8636364,0.85623306
0.8333333,0.8048938
0.85714287,0.80678976
0.8684211,0.7342935
0.8947368,0.843459
0.8815789,0.67500186
0.9166667,0.7581741
0.8598131,0.65480983
0.83898306,0.74645495
0.8666667,0.7633645
0.82608694,0.71558094
0.89830506,0.8315523
