ecfp_distance,ngf_distance
0.9082569,0.69473684
0.84615386,0.5
0.82894737,0.51071334
0.764151,0.4680851
0.7582418,0.53901744
0.78651685,0.5185185
0.86904764,0.6666666
0.8947368,0.62917644
0.87096775,0.5526333
0.86,0.5977012
0.8958333,0.6892548
0.92727274,0.6413659
0.92783505,0.6644745
0.9220779,0.58823526
0.2063492,0.15151513
0.8636364,0.51724136
0.8023256,0.51950157
0.82,0.5501432
0.91089106,0.6588235
0.84415585,0.5866611
0.74390244,0.5212879
0.87234044,0.5376344
0.8666667,0.7173913
0.8433735,0.5652174
0.90588236,0.7836538
0.9051724,0.5680133
0.8640777,0.6420392
0.92941177,0.86956525
0.8453608,0.6168237
0.92941177,0.6471796
0.8791209,0.6241266
0.8795181,0.53163064
0.9259259,0.68571377
0.9263158,0.67774856
0.625,0.44028717
0.9230769,0.78028977
0.8958333,0.8076923
0.91463417,0.8051948
0.88043475,0.62875116
0.8172043,0.4819277
0.9255319,0.7078519
0.9493671,0.8192771
0.91566265,0.70422536
0.9032258,0.6841149
0.9358974,0.83950615
0.9264706,0.6557378
0.86915886,0.5999986
0.8468468,0.49523807
0.8608696,0.6666666
0.959596,0.789916
0.75581396,0.50260687
0.8468468,0.5102041
0.7849462,0.5301205
0.9361702,0.7045455
0.89705884,0.8560878
0.8275862,0.5753425
0.877551,0.6
0.85542166,0.6426467
0.8478261,0.50574714
0.9247312,0.7294117
0.8275862,0.60736597
0.90697676,0.72249097
0.8504673,0.6
0.88095236,0.65853804
0.88043475,0.58788425
0.89041096,0.5507246
0.9230769,0.7368421
0.8956522,0.82238144
0.91764706,0.68421054
0.82828283,0.7307696
0.875,0.67415863
0.9493671,0.8636364
0.8636364,0.60815865
0.8969072,0.64521575
0.875,0.6060606
0.85714287,0.7164179
0.87323946,0.53009367
0.89041096,0.7777778
0.8586956,0.6329114
0.8235294,0.6736838
0.85714287,0.53125
0.9125,0.5973665
0.9285714,0.72431314
0.8875,0.8539326
0.83928573,0.6222987
0.8627451,0.7307692
0.8584071,0.55919766
0.84615386,0.58056056
0.8163265,0.6222222
0.9705882,0.78947365
0.7692308,0.47887325
0.8888889,0.57500017
0.890625,0.6461538
0.92,0.8197963
0.93406594,0.75
0.91803277,0.8
